date,HDD,CDD,Total_Degree_Days,HDD_MA7,CDD_MA7,Total_DD_MA7,Total_DD_MA30,Weather_Shock
2010-04-27,11,1,12,,,,,
2010-04-28,13,0,13,,,,,
2010-04-29,10,1,11,,,,,
2010-04-30,6,1,7,,,,,
2010-05-03,3,4,7,,,,,
2010-05-04,3,3,6,,,,,
2010-05-05,4,3,7,7.142857142857143,1.8571428571428572,9.0,,
2010-05-06,5,4,9,6.285714285714286,2.2857142857142856,8.571428571428571,,
2010-05-07,6,3,9,5.285714285714286,2.7142857142857144,8.0,,
2010-05-10,12,2,14,5.571428571428571,2.857142857142857,8.428571428571429,,
2010-05-11,11,2,13,6.285714285714286,3.0,9.285714285714286,,
2010-05-12,9,3,12,7.142857142857143,2.857142857142857,10.0,,
2010-05-13,6,3,9,7.571428571428571,2.857142857142857,10.428571428571429,,
2010-05-14,4,4,8,7.571428571428571,3.0,10.571428571428571,,
2010-05-17,5,3,8,7.571428571428571,2.857142857142857,10.428571428571429,,
2010-05-18,6,2,8,7.571428571428571,2.7142857142857144,10.285714285714286,,
2010-05-19,5,2,7,6.571428571428571,2.7142857142857144,9.285714285714286,,
2010-05-20,3,3,6,5.428571428571429,2.857142857142857,8.285714285714286,,
2010-05-21,3,4,7,4.571428571428571,3.0,7.571428571428571,,
2010-05-24,3,7,10,4.142857142857143,3.5714285714285716,7.714285714285714,,
2010-05-25,2,7,9,3.857142857142857,4.0,7.857142857142857,,
2010-05-26,2,7,9,3.4285714285714284,4.571428571428571,8.0,,
2010-05-27,2,7,9,2.857142857142857,5.285714285714286,8.142857142857142,,
2010-05-28,2,6,8,2.4285714285714284,5.857142857142857,8.285714285714286,,
2010-06-01,1,8,9,2.142857142857143,6.571428571428571,8.714285714285714,,
2010-06-02,1,8,9,1.8571428571428572,7.142857142857143,9.0,,
2010-06-03,1,7,8,1.5714285714285714,7.142857142857143,8.714285714285714,,
2010-06-04,1,9,10,1.4285714285714286,7.428571428571429,8.857142857142858,,
2010-06-07,1,6,7,1.2857142857142858,7.285714285714286,8.571428571428571,,
2010-06-08,2,6,8,1.2857142857142858,7.142857142857143,8.428571428571429,8.966666666666667,-0.9666666666666668
2010-06-09,2,6,8,1.2857142857142858,7.142857142857143,8.428571428571429,8.833333333333334,-0.8333333333333339
2010-06-10,2,7,9,1.4285714285714286,7.0,8.428571428571429,8.7,0.3000000000000007
2010-06-11,2,8,10,1.5714285714285714,7.0,8.571428571428571,8.666666666666666,1.333333333333334
2010-06-14,1,10,11,1.5714285714285714,7.428571428571429,9.0,8.8,2.1999999999999993
2010-06-15,1,9,10,1.5714285714285714,7.428571428571429,9.0,8.9,1.0999999999999996
2010-06-16,1,8,9,1.5714285714285714,7.714285714285714,9.285714285714286,9.0,0.0
2010-06-17,1,9,10,1.4285714285714286,8.142857142857142,9.571428571428571,9.1,0.9000000000000004
2010-06-18,1,9,10,1.2857142857142858,8.571428571428571,9.857142857142858,9.133333333333333,0.8666666666666671
